symbol,price,sma_120,sma_22,atr_pct,dollar_vol_m
LSTR,140.58,131.54,129.23,2.17,2.81
GXO,52.1,51.38,50.26,2.5,2.79
CNX,40.41,32.51,37.15,2.38,2.79
EYE,28.16,25.12,25.93,4.23,2.78
TKR,82.74,76.73,78.48,2.24,2.76
ORA,112.22,96.63,110.96,1.92,2.76
DYN,20.64,14.1,20.15,6.84,2.73
WK,92.23,79.64,89.99,2.11,2.72
EBC,18.92,16.93,17.96,2.57,2.72
LYG,5.17,4.48,4.86,2.21,2.67
LQDA,33.91,22.71,29.41,5.2,2.67
VNOM,40.02,37.92,37.2,2.72,2.67
ASH,58.29,51.51,51.84,3.1,2.65
VSAT,35.14,27.43,34.78,6.46,2.64
MYRG,230.37,196.57,222.7,3.95,2.63
WAL,85.15,81.85,79.36,2.49,2.62
GMAB,32.02,26.58,30.5,2.07,2.59
SSRM,21.24,18.63,21.21,4.59,2.58
BC,69.77,62.7,65.11,3.04,2.56
FSLY,11.51,8.22,11.11,6.52,2.56
PTEN,6.47,5.85,5.91,4.23,2.56
OUT,23.29,18.54,21.63,2.57,2.55
BANC,18.92,16.12,17.6,2.51,2.53
APGE,75.45,46.02,64.63,4.36,2.51
TDW,59.44,53.24,54.86,4.43,2.49
CAPR,25.42,7.56,7.73,13.71,2.48
ATEC,21.28,15.14,20.58,3.3,2.47
PAA,17.77,17.47,16.98,1.59,2.47
MMS,84.56,81.67,83.32,2.5,2.46
LUNR,11.4,10.44,9.44,7.28,2.45
ICUI,142.28,128.0,139.83,2.78,2.45
MRCY,71.39,66.16,70.6,3.11,2.44
RR,4.61,3.36,3.56,7.84,2.41
FIBK,33.67,31.03,31.97,2.85,2.38
ASB,26.04,25.39,25.45,2.33,2.36
IRON,93.82,68.24,89.65,3.46,2.35
NUVB,8.32,3.59,6.26,7.6,2.34
ING,26.36,24.23,25.68,1.65,2.34
TWST,32.79,30.91,29.71,6.81,2.34
KYMR,66.22,51.4,64.11,4.04,2.34
CRGY,9.77,8.96,9.06,4.24,2.34
MLI,113.1,95.46,108.19,1.89,2.31
FR,56.78,51.95,56.13,1.57,2.31
TVTX,35.33,23.19,34.91,4.03,2.31
TRNO,62.4,58.04,61.1,1.58,2.29
TIGO,51.87,45.37,51.32,3.15,2.29
AM,18.21,18.1,17.79,1.87,2.28
MODG,11.81,9.52,10.86,6.29,2.26
CGON,44.76,33.69,41.55,5.72,2.25
NE,32.55,28.77,30.24,3.85,2.23
SLAB,138.84,134.36,125.62,2.6,2.2
HASI,33.57,28.81,32.69,2.43,2.19
TMC,7.79,6.43,5.89,8.18,2.19
KTB,75.47,73.34,72.84,2.84,2.18
SEMR,11.84,8.31,9.51,3.75,2.16
ALHC,19.39,15.72,17.4,3.5,2.15
HWC,63.58,59.93,59.33,2.23,2.15
QDEL,27.82,27.09,24.13,4.68,2.15
STEP,62.34,61.12,61.74,2.85,2.15
BCO,116.65,106.34,112.05,1.97,2.14
RCUS,25.25,13.63,21.96,4.88,2.13
HP,30.06,21.06,27.41,4.08,2.13
WTFC,136.39,130.29,131.01,2.1,2.12
VMI,413.59,376.11,402.76,2.31,2.12
ZTO,21.02,19.05,19.56,2.01,2.12
BKD,10.63,8.28,10.42,2.82,2.12
BL,57.98,54.19,55.79,2.55,2.11
CMC,65.21,56.5,60.39,2.43,2.1
CVCO,575.74,507.81,568.44,3.02,2.09
CORT,84.67,74.54,77.47,2.89,2.09
AEG,7.83,7.49,7.69,1.82,2.08
SNDX,19.75,13.96,17.52,4.79,2.08
AMR,184.44,145.92,164.28,3.94,2.08
EGO,31.33,25.02,28.51,3.62,2.07
RNG,29.28,28.53,27.57,2.85,2.06
AROC,25.15,24.34,24.15,2.67,2.06
XENE,44.58,37.21,41.22,2.96,2.05
INTR,9.15,8.28,9.09,3.49,2.04
ESTA,70.71,46.21,65.82,3.36,2.04
LIVN,63.93,51.68,56.86,2.74,2.03
VCYT,47.4,32.59,43.35,4.28,2.03
FHB,25.32,24.84,24.65,2.13,2.02
VIST,51.74,43.08,49.33,3.77,2.02
ACLS,89.03,80.56,82.25,3.58,2.01
CRNX,47.42,36.11,43.58,3.79,2.01
