symbol,price,sma_120,sma_22,atr_pct,dollar_vol_m
APGE,74.55,45.76,63.67,4.39,2.47
ICUI,143.83,127.91,138.93,2.72,2.47
TDW,59.73,53.15,54.52,4.64,2.46
FSLY,11.74,8.19,10.97,6.4,2.45
HWC,62.98,59.85,59.06,2.26,2.44
MMS,84.82,81.55,83.27,2.54,2.43
MLI,111.73,95.14,107.95,1.97,2.41
PGNY,24.54,22.28,23.93,4.21,2.39
ESTA,67.76,45.94,64.78,3.43,2.38
CRGY,9.7,8.96,9.01,4.36,2.38
ING,26.36,24.18,25.63,1.66,2.37
TIGO,52.36,45.25,51.08,3.2,2.33
FIBK,33.32,30.97,31.88,3.0,2.33
TRNO,62.37,58.01,60.89,1.6,2.33
ASB,25.83,25.36,25.4,2.39,2.32
TWST,31.18,30.92,29.65,7.06,2.32
VCYT,47.78,32.41,42.85,4.4,2.32
KYMR,66.0,51.24,63.82,4.02,2.32
NUVB,8.38,3.54,6.12,7.42,2.31
PVH,87.54,78.08,78.63,2.9,2.3
IRON,92.27,67.91,89.23,3.67,2.3
DRH,8.88,8.12,8.8,2.41,2.27
NWE,66.73,57.54,65.54,1.9,2.27
HASI,33.3,28.75,32.44,2.64,2.24
KTB,78.19,73.23,72.76,2.62,2.23
RR,4.22,3.34,3.56,7.85,2.23
SLAB,137.69,134.35,125.12,2.67,2.22
CAPR,29.92,7.44,6.85,9.96,2.22
QDEL,27.54,27.1,24.13,4.58,2.21
CGON,42.58,33.53,41.42,5.75,2.19
MODG,12.22,9.48,10.73,5.91,2.19
EGO,30.75,24.94,28.26,3.74,2.19
ATKR,66.2,65.66,65.4,4.33,2.18
NE,33.64,28.74,30.11,3.68,2.17
VMI,414.15,375.34,402.62,2.49,2.16
HP,30.32,20.96,27.27,4.12,2.16
SNDX,19.7,13.88,17.25,5.43,2.15
WTS,275.08,268.34,272.49,1.57,2.15
INOD,59.64,57.6,59.47,6.18,2.15
CMC,65.84,56.36,60.08,2.51,2.15
NVST,20.43,20.22,19.98,2.54,2.15
SEMR,11.84,8.29,9.3,3.92,2.14
LIVN,63.29,51.53,56.35,2.81,2.13
RNG,29.22,28.51,27.6,2.95,2.13
BCO,117.72,106.07,111.77,2.02,2.13
BKD,10.61,8.25,10.36,2.95,2.12
BL,58.71,54.16,55.76,2.53,2.12
TMC,7.7,6.4,5.83,8.05,2.12
ZTO,20.65,19.02,19.46,2.0,2.11
CVCO,586.13,506.31,566.62,2.93,2.11
AWI,187.92,185.63,186.73,1.72,2.11
STEP,62.52,61.05,61.65,2.91,2.1
ALHC,19.1,15.69,17.29,3.33,2.1
COCO,54.6,39.53,46.74,3.8,2.09
AMR,181.12,145.32,164.16,4.29,2.06
IAC,36.68,35.84,33.66,2.48,2.06
XENE,44.28,37.12,41.06,2.94,2.05
IMO,96.25,88.07,95.97,2.3,2.05
RCUS,25.62,13.5,21.74,4.74,2.04
TS,41.15,37.01,40.36,1.96,2.04
CORT,83.8,74.41,76.99,2.97,2.04
AROC,24.56,24.33,24.17,2.81,2.04
RARE,36.51,31.7,32.92,4.17,2.03
AEG,7.86,7.49,7.68,1.9,2.02
FHB,25.3,24.82,24.62,2.18,2.0
